name,country,city,description,courseTypes,costRange,weeklyFeeLow,weeklyFeeHigh,features,website,address,isFeatured,foundedYear,totalStudents,averageClassSize,japaneseRatio,nationalityCount,minimumAge,classroomCount,email,phone,nearestStation,latitude,longitude,languages,accreditations,facilities,accommodationTypes,airportPickup,minimumWeeks
Русский Центр Учреждение,ロシア,サンクトペテルブルク,サンクトペテルブルクの中心部にあるロシア語専門の語学学校です。経験豊富な講師陣による質の高い授業。実践的な会話練習から文法・読み書きまで総合的にサポート。小規模クラス環境でアットホームな雰囲気を実現。地元文化体験アクティビティ豊富で楽しく学べます。一般ロシア語から試験対策・ビジネスロシア語まで幅広いコースを開講。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週526〜658USD（プレミアム帯）。,"general,exam-prep,business,conversation,intensive",premium,526,658,"japanese-staff,online-support,certificate,small-class",https://www..com,"907 Main St, サンクトペテルブルク",FALSE,1995,1084,7,6,54,16,103,info@.example.com,+7-45-8426492,,59.9391,30.3517,english,ialc,"wifi,lounge,study-room,gym",,TRUE,2
Český Jazyk Institut,チェコ,プラハ,プラハの中心部にあるチェコ語専門の語学学校です。経験豊富な講師陣による質の高い授業。実践的な会話練習から文法・読み書きまで総合的にサポート。小規模クラス環境でアットホームな雰囲気を実現。地元文化体験アクティビティ豊富で楽しく学べます。一般チェコ語から試験対策・ビジネスチェコ語まで幅広いコースを開講。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週153〜388USD（リーズナブル帯）。,"general,exam-prep,business,conversation,intensive",budget,153,388,"small-class,online-support,japanese-staff",https://www.eskjazykinstitut.com,"848 Main St, プラハ",FALSE,1995,249,7,5,19,18,23,info@esk-jazyk-institut.example.com,+420-8-7455394,,-24.0453,-119.3323,english,,"wifi,lounge,library",,TRUE,1
Česká Akademie Centrum,チェコ,プラハ,プラハで最新の教授法を採用するチェコ語言語教育機関です。初級者向けから上級者向けまでレベル別コース設計。試験準備、ビジネス会話、日常会話など多様なニーズに対応。個別カウンセリング、柔軟なスケジュール対応、快適な学習環境を備えています。一般チェコ語から試験対策・ビジネスチェコ語まで幅広いコースを開講。授業料は週233〜313USD（リーズナブル帯）。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,business,conversation,intensive",budget,233,313,"small-class,certificate,accommodation",https://www.eskakademiecentrum.com,"615 Main St, プラハ",FALSE,1986,295,9,0,18,16,21,info@esk-akademie-centrum.example.com,+420-2-2575476,,18.7099,-129.9043,english,eaquals,"wifi,lounge,study-room","homestay,hostel",TRUE,1
Čeština Centrum Centrum,チェコ,プラハ,プラハの中心部にあるチェコ語専門の語学学校です。経験豊富な講師陣による質の高い授業。実践的な会話練習から文法・読み書きまで総合的にサポート。小規模クラス環境でアットホームな雰囲気を実現。地元文化体験アクティビティ豊富で楽しく学べます。一般チェコ語から試験対策・ビジネスチェコ語まで幅広いコースを開講。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週244〜499USD（スタンダード帯）。,"general,exam-prep,business,conversation,intensive",standard,244,499,"japanese-staff,accommodation,small-class",https://www.etinacentrumcentrum.com,"677 Main St, プラハ",FALSE,2000,406,6,9,35,18,45,info@e-tina-centrum-centrum.example.com,+420-71-3532331,,57.6046,-10.3596,english,,"wifi,lounge,library,computer-lab,kitchen","homestay,student-residence,shared-apartment",TRUE,1
Český Jazyk Škola,チェコ,プラハ,プラハで最新の教授法を採用するチェコ語言語教育機関です。初級者向けから上級者向けまでレベル別コース設計。試験準備、ビジネス会話、日常会話など多様なニーズに対応。個別カウンセリング、柔軟なスケジュール対応、快適な学習環境を備えています。一般チェコ語から試験対策・ビジネスチェコ語まで幅広いコースを開講。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週224〜326USD（リーズナブル帯）。,"general,exam-prep,business,conversation,intensive",budget,224,326,"activities,online-support,certificate,japanese-staff,small-class",https://www.eskjazykkola.com,"422 Market St, プラハ",FALSE,1994,134,7,8,21,18,12,info@esk-jazyk-kola.example.com,+420-22-2818123,,31.8277,-9.5624,english,,"wifi,lounge,study-room,library",,TRUE,1
Norden Språk Institut,スウェーデン,ストックホルム,ストックホルムの中心部にあるスウェーデン語専門の語学学校です。経験豊富な講師陣による質の高い授業。実践的な会話練習から文法・読み書きまで総合的にサポート。小規模クラス環境でアットホームな雰囲気を実現。地元文化体験アクティビティ豊富で楽しく学べます。一般スウェーデン語から試験対策・ビジネススウェーデン語まで幅広いコースを開講。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週283〜421USD（スタンダード帯）。,"general,exam-prep,business,conversation,intensive",standard,283,421,"japanese-staff,online-support,small-class",https://www.nordensprkinstitut.com,"795 Liberty St, ストックホルム",FALSE,2012,418,6,9,37,18,46,info@norden-spr-k-institut.example.com,+46-11-8828143,,37.0194,-52.2296,english,ialc,"wifi,lounge",,TRUE,1
Svenska Institutet Institut,スウェーデン,ストックホルム,ストックホルムの中心部にあるスウェーデン語専門の語学学校です。経験豊富な講師陣による質の高い授業。実践的な会話練習から文法・読み書きまで総合的にサポート。小規模クラス環境でアットホームな雰囲気を実現。地元文化体験アクティビティ豊富で楽しく学べます。一般スウェーデン語から試験対策・ビジネススウェーデン語まで幅広いコースを開講。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週184〜400USD（リーズナブル帯）。,"general,exam-prep,business,conversation,intensive",budget,184,400,"accommodation,japanese-staff,small-class",https://www.svenskainstitutetins.com,"757 Market St, ストックホルム",FALSE,1997,278,6,7,13,18,30,info@svenska-institutet-institut.example.com,+46-21-8230911,,-15.1209,12.9803,english,,"wifi,lounge,study-room","homestay,hostel",TRUE,2
Stockholm Språk Akademi,スウェーデン,ストックホルム,ストックホルムに位置する質の高いスウェーデン語言語学校です。少人数制クラスで丁寧な指導を提供。一般スウェーデン語から試験対策・ビジネススウェーデン語まで幅広いコースを展開。オンライン学習サポート、宿泊手配対応、資格取得対応可能。初心者から上級者まで対応する充実したカリキュラムで確実な成果を実現します。一般スウェーデン語から試験対策・ビジネススウェーデン語まで幅広いコースを開講。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週264〜447USD（スタンダード帯）。,"general,exam-prep,business,conversation,intensive",standard,264,447,"japanese-staff,certificate,small-class,accommodation",https://www.stockholmsprkakademi.com,"144 University Ave, ストックホルム",TRUE,1990,360,9,8,18,18,26,info@stockholm-spr-k-akademi.example.com,+46-53-3101121,,52.6093,77.4593,english,ialc,"wifi,lounge,study-room,kitchen","homestay,student-residence,shared-apartment",FALSE,2
Αθήνα Ελληνικά Ακαδημία,ギリシャ,ロードス,ロードスで最新の教授法を採用するギリシャ語言語教育機関です。初級者向けから上級者向けまでレベル別コース設計。試験準備、ビジネス会話、日常会話など多様なニーズに対応。個別カウンセリング、柔軟なスケジュール対応、快適な学習環境を備えています。一般ギリシャ語から試験対策・ビジネスギリシャ語まで幅広いコースを開講。日本人スタッフ常駐で安心。オンライン学習サポート完備。授業料は週326〜405USD（スタンダード帯）。,"general,exam-prep,business,conversation,intensive",standard,326,405,"online-support,activities,certificate,japanese-staff",https://www..com,"910 Main St, ロードス",FALSE,2007,472,14,6,34,18,22,info@.example.com,+30-97-3031463,,16.2429,108.3376,english,,"wifi,lounge,library,computer-lab",,TRUE,1
Ελληνικό Κέντρο Μάθηση,ギリシャ,テッサロニキ,テッサロニキで最新の教授法を採用するギリシャ語言語教育機関です。初級者向けから上級者向けまでレベル別コース設計。試験準備、ビジネス会話、日常会話など多様なニーズに対応。個別カウンセリング、柔軟なスケジュール対応、快適な学習環境を備えています。一般ギリシャ語から試験対策・ビジネスギリシャ語まで幅広いコースを開講。少人数制クラスで丁寧な指導。オンライン学習サポート完備。授業料は週208〜377USD（リーズナブル帯）。,"general,exam-prep,business,conversation,intensive",budget,208,377,"accommodation,certificate,small-class,activities,online-support",https://www..com,"323 Liberty St, テッサロニキ",FALSE,1999,128,7,0,20,16,12,info@.example.com,+30-75-7076220,,14.6545,3.5171,english,,"wifi,lounge,library","homestay,hostel",FALSE,1
Ελληνικό Κέντρο Κέντρο,ギリシャ,アテネ,アテネに位置する質の高いギリシャ語言語学校です。少人数制クラスで丁寧な指導を提供。一般ギリシャ語から試験対策・ビジネスギリシャ語まで幅広いコースを展開。オンライン学習サポート、宿泊手配対応、資格取得対応可能。初心者から上級者まで対応する充実したカリキュラムで確実な成果を実現します。一般ギリシャ語から試験対策・ビジネスギリシャ語まで幅広いコースを開講。少人数制クラスで丁寧な指導。オンライン学習サポート完備。授業料は週519〜626USD（プレミアム帯）。,"general,exam-prep,business,conversation,intensive",premium,519,626,"certificate,online-support,small-class",https://www..com,"494 University Ave, アテネ",FALSE,1997,581,6,0,53,16,64,info@.example.com,+30-41-3222951,,-39.954,-106.6342,english,,"wifi,lounge,study-room,computer-lab,kitchen,cafe",,TRUE,1
Ελληνική Ακαδημία Ακαδημία,ギリシャ,クレタ,クレタに位置する質の高いギリシャ語言語学校です。少人数制クラスで丁寧な指導を提供。一般ギリシャ語から試験対策・ビジネスギリシャ語まで幅広いコースを展開。オンライン学習サポート、宿泊手配対応、資格取得対応可能。初心者から上級者まで対応する充実したカリキュラムで確実な成果を実現します。一般ギリシャ語から試験対策・ビジネスギリシャ語まで幅広いコースを開講。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週259〜422USD（スタンダード帯）。,"general,exam-prep,business,conversation,intensive",standard,259,422,"small-class,activities,japanese-staff",https://www..com,"109 Main St, クレタ",FALSE,1996,247,7,7,39,18,23,info@.example.com,+30-11-3764664,,55.3595,89.1521,english,eaquals,"wifi,lounge,study-room,library,kitchen",,FALSE,1
Język Polski Instytut,ポーランド,ワルシャワ,ワルシャワに位置する質の高いポーランド語言語学校です。少人数制クラスで丁寧な指導を提供。一般ポーランド語から試験対策・ビジネスポーランド語まで幅広いコースを展開。オンライン学習サポート、宿泊手配対応、資格取得対応可能。初心者から上級者まで対応する充実したカリキュラムで確実な成果を実現します。一般ポーランド語から試験対策・ビジネスポーランド語まで幅広いコースを開講。日本人スタッフ常駐で安心。オンライン学習サポート完備。授業料は週527〜635USD（プレミアム帯）。,"general,exam-prep,business,conversation,intensive",premium,527,635,"online-support,japanese-staff,accommodation,activities,certificate",https://www.jzykpolskiinstytut.com,"389 Park St, ワルシャワ",FALSE,1996,1388,10,8,34,18,92,info@j-zyk-polski-instytut.example.com,+48-16-9543272,,53.94,42.8819,english,ialc,"wifi,lounge,study-room,computer-lab,kitchen,garden","homestay,student-residence,studio,hotel",TRUE,1
Kraków Szkoła Instytut,ポーランド,グダニスク,グダニスクの中心部にあるポーランド語専門の語学学校です。経験豊富な講師陣による質の高い授業。実践的な会話練習から文法・読み書きまで総合的にサポート。小規模クラス環境でアットホームな雰囲気を実現。地元文化体験アクティビティ豊富で楽しく学べます。一般ポーランド語から試験対策・ビジネスポーランド語まで幅広いコースを開講。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週151〜308USD（リーズナブル帯）。,"general,exam-prep,business,conversation,intensive",budget,151,308,"certificate,small-class,japanese-staff,accommodation,activities",https://www.krakwszkoainstytut.com,"570 Park St, グダニスク",TRUE,2013,258,7,9,11,16,24,info@krak-w-szko-a-instytut.example.com,+48-31-3028731,,-11.2219,-152.348,english,ialc,"wifi,lounge,study-room,library","homestay,hostel",TRUE,2
Warszawa Język Instytut,ポーランド,クラクフ,クラクフで最新の教授法を採用するポーランド語言語教育機関です。初級者向けから上級者向けまでレベル別コース設計。試験準備、ビジネス会話、日常会話など多様なニーズに対応。個別カウンセリング、柔軟なスケジュール対応、快適な学習環境を備えています。一般ポーランド語から試験対策・ビジネスポーランド語まで幅広いコースを開講。宿泊手配にも対応。資格取得にも対応。授業料は週297〜428USD（スタンダード帯）。,"general,exam-prep,business,conversation,intensive",standard,297,428,"accommodation,certificate,activities",https://www.warszawajzykinstytut.com,"343 Park St, クラクフ",FALSE,1994,506,12,0,32,18,28,info@warszawa-j-zyk-instytut.example.com,+48-73-9013042,,-6.1809,-149.9511,english,,"wifi,lounge,study-room,library,kitchen","homestay,student-residence",TRUE,2
Malaysia Languages Centre,マレーシア,スバン・ジャヤ,スバン・ジャヤで最新の教授法を採用する英語言語教育機関です。初級者向けから上級者向けまでレベル別コース設計。試験準備、ビジネス会話、日常会話など多様なニーズに対応。個別カウンセリング、柔軟なスケジュール対応、快適な学習環境を備えています。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。授業料は週455〜694USD（プレミアム帯）。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,business,conversation,intensive",premium,455,694,"small-class,certificate,activities,japanese-staff",https://www.malaysialanguagescen.com,"874 Liberty St, スバン・ジャヤ",FALSE,1990,1329,8,21,40,18,110,info@malaysia-languages-centre.example.com,+60-63-3585775,,34.7175,-99.7281,english,,"wifi,lounge,library,computer-lab,kitchen,cafe,garden,gym,prayer-room",,TRUE,2
Malaysia Languages School,マレーシア,ジョホールバル,ジョホールバルの中心部にある英語専門の語学学校です。経験豊富な講師陣による質の高い授業。実践的な会話練習から文法・読み書きまで総合的にサポート。小規模クラス環境でアットホームな雰囲気を実現。地元文化体験アクティビティ豊富で楽しく学べます。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。授業料は週158〜380USD（リーズナブル帯）。留学生一人ひとりのニーズに合わせた柔軟なプログラムを提供している。,"general,exam-prep,business,conversation,intensive",budget,158,380,"accommodation,online-support,certificate,activities",https://www.malaysialanguagessch.com,"304 Main St, ジョホールバル",TRUE,2012,149,15,13,14,18,6,info@malaysia-languages-school.example.com,+60-85-843781,,-46.0099,163.0054,english,,"wifi,lounge,study-room,library,prayer-room","homestay,hostel",TRUE,1
Bahasa Plus Institute,マレーシア,クアラルンプール,クアラルンプールで最新の教授法を採用する英語言語教育機関です。初級者向けから上級者向けまでレベル別コース設計。試験準備、ビジネス会話、日常会話など多様なニーズに対応。個別カウンセリング、柔軟なスケジュール対応、快適な学習環境を備えています。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。少人数制クラスで丁寧な指導。オンライン学習サポート完備。授業料は週490〜626USD（プレミアム帯）。,"general,exam-prep,business,conversation,intensive",premium,490,626,"small-class,online-support,activities",https://www.bahasaplusinstitute.com,"178 Park St, クアラルンプール",FALSE,2006,1194,9,9,46,18,88,info@bahasa-plus-institute.example.com,+60-84-2283817,,3.1408,101.6952,english,ialc,"wifi,lounge,study-room,library,computer-lab",,FALSE,1
Malaysia Academy Institute,マレーシア,セランゴール,セランゴールで最新の教授法を採用する英語言語教育機関です。初級者向けから上級者向けまでレベル別コース設計。試験準備、ビジネス会話、日常会話など多様なニーズに対応。個別カウンセリング、柔軟なスケジュール対応、快適な学習環境を備えています。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。授業料は週478〜600USD（プレミアム帯）。多国籍な学生が集まるグローバルな学習環境で異文化交流も盛ん。,"general,exam-prep,business,conversation,intensive",premium,478,600,"japanese-staff,certificate,online-support,accommodation",https://www.malaysiaacademyinsti.com,"419 Liberty St, セランゴール",FALSE,1986,610,10,22,47,18,40,info@malaysia-academy-institute.example.com,+60-2-7498450,,20.6215,-13.8496,english,,"wifi,lounge,library,computer-lab,kitchen,prayer-room","homestay,student-residence,shared-apartment",TRUE,2
Petronas Language Academy,マレーシア,クアラルンプール,クアラルンプールに位置する質の高い英語言語学校です。少人数制クラスで丁寧な指導を提供。一般英語から試験対策・ビジネス英語まで幅広いコースを展開。オンライン学習サポート、宿泊手配対応、資格取得対応可能。初心者から上級者まで対応する充実したカリキュラムで確実な成果を実現します。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。少人数制クラスで丁寧な指導。オンライン学習サポート完備。授業料は週162〜303USD（リーズナブル帯）。,"general,exam-prep,business,conversation,intensive",budget,162,303,"small-class,activities,online-support",https://www.petronaslanguageacad.com,"882 Market St, クアラルンプール",FALSE,1998,201,9,4,18,18,14,info@petronas-language-academy.example.com,+60-77-5733403,,3.1323,101.6878,english,,"wifi,lounge,study-room,library,prayer-room",,TRUE,2
Petronas Language Centre,マレーシア,セティアジャヤ,セティアジャヤに位置する質の高い英語言語学校です。少人数制クラスで丁寧な指導を提供。一般英語から試験対策・ビジネス英語まで幅広いコースを展開。オンライン学習サポート、宿泊手配対応、資格取得対応可能。初心者から上級者まで対応する充実したカリキュラムで確実な成果を実現します。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。宿泊手配にも対応。資格取得にも対応。授業料は週233〜380USD（リーズナブル帯）。,"general,exam-prep,business,conversation,intensive",budget,233,380,"certificate,accommodation,activities",https://www.petronaslanguagecent.com,"635 University Ave, セティアジャヤ",FALSE,2010,80,16,3,21,16,4,info@petronas-language-centre.example.com,+60-51-711830,,-7.9977,-132.3004,english,ialc,"wifi,lounge,study-room,prayer-room","homestay,hostel",TRUE,2
KL Institute Centre,マレーシア,クアンタン,クアンタンで最新の教授法を採用する英語言語教育機関です。初級者向けから上級者向けまでレベル別コース設計。試験準備、ビジネス会話、日常会話など多様なニーズに対応。個別カウンセリング、柔軟なスケジュール対応、快適な学習環境を備えています。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。授業料は週249〜458USD（スタンダード帯）。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,business,conversation,intensive",standard,249,458,"accommodation,activities,japanese-staff,online-support,certificate",https://www.klinstitutecentre.com,"791 Liberty St, クアンタン",FALSE,1992,213,14,11,21,18,10,info@kl-institute-centre.example.com,+60-63-9133294,,49.3468,-36.764,english,ialc,"wifi,lounge,study-room","homestay,student-residence",TRUE,2
Malaysia Academy Centre,マレーシア,イポー,イポーの中心部にある英語専門の語学学校です。経験豊富な講師陣による質の高い授業。実践的な会話練習から文法・読み書きまで総合的にサポート。小規模クラス環境でアットホームな雰囲気を実現。地元文化体験アクティビティ豊富で楽しく学べます。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。授業料は週313〜425USD（スタンダード帯）。質の高い教育と手頃な価格のバランスが取れた留学先として定評がある。,"general,exam-prep,business,conversation,intensive",standard,313,425,"small-class,activities,online-support,accommodation,certificate",https://www.malaysiaacademycentr.com,"875 Main St, イポー",FALSE,2002,529,6,15,39,16,58,info@malaysia-academy-centre.example.com,+60-71-8279465,,31.4158,-88.374,english,,"wifi,lounge,study-room,library","homestay,student-residence,shared-apartment",TRUE,2
Malaysia Academy School,マレーシア,コタキナバル,コタキナバルの中心部にある英語専門の語学学校です。経験豊富な講師陣による質の高い授業。実践的な会話練習から文法・読み書きまで総合的にサポート。小規模クラス環境でアットホームな雰囲気を実現。地元文化体験アクティビティ豊富で楽しく学べます。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。授業料は週444〜674USD（プレミアム帯）。留学生一人ひとりのニーズに合わせた柔軟なプログラムを提供している。,"general,exam-prep,business,conversation,intensive",premium,444,674,"small-class,activities,online-support",https://www.malaysiaacademyschoo.com,"387 Market St, コタキナバル",TRUE,1995,786,6,10,55,18,87,info@malaysia-academy-school.example.com,+60-63-947694,,-7.2033,90.5834,english,,"wifi,lounge,study-room,kitchen,prayer-room",,TRUE,2
Malaysia Languages Institute,マレーシア,セランゴール,セランゴールの中心部にある英語専門の語学学校です。経験豊富な講師陣による質の高い授業。実践的な会話練習から文法・読み書きまで総合的にサポート。小規模クラス環境でアットホームな雰囲気を実現。地元文化体験アクティビティ豊富で楽しく学べます。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。授業料は週235〜331USD（リーズナブル帯）。質の高い教育と手頃な価格のバランスが取れた留学先として定評がある。,"general,exam-prep,business,conversation,intensive",budget,235,331,"certificate,japanese-staff,small-class",https://www.malaysialanguagesins.com,"372 Market St, セランゴール",FALSE,1986,118,8,23,18,16,9,info@malaysia-languages-institute.example.com,+60-6-4495511,,-37.9039,-83.9821,english,,"wifi,lounge,study-room,library",,FALSE,2
Bahasa Plus Academy,マレーシア,セティアジャヤ,セティアジャヤで最新の教授法を採用する英語言語教育機関です。初級者向けから上級者向けまでレベル別コース設計。試験準備、ビジネス会話、日常会話など多様なニーズに対応。個別カウンセリング、柔軟なスケジュール対応、快適な学習環境を備えています。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週238〜338USD（リーズナブル帯）。,"general,exam-prep,business,conversation,intensive",budget,238,338,"activities,small-class,certificate,japanese-staff,accommodation",https://www.bahasaplusacademy.com,"371 Park St, セティアジャヤ",FALSE,2014,151,7,18,11,18,14,info@bahasa-plus-academy.example.com,+60-52-353267,,-45.9532,113.4976,english,,"wifi,lounge,study-room,library","homestay,hostel",TRUE,2
Petronas Language Institute,マレーシア,ペナン,ペナンで最新の教授法を採用する英語言語教育機関です。初級者向けから上級者向けまでレベル別コース設計。試験準備、ビジネス会話、日常会話など多様なニーズに対応。個別カウンセリング、柔軟なスケジュール対応、快適な学習環境を備えています。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。授業料は週165〜345USD（リーズナブル帯）。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,business,conversation,intensive",budget,165,345,"accommodation,activities,online-support,small-class,japanese-staff",https://www.petronaslanguageinst.com,"480 University Ave, ペナン",FALSE,1994,124,8,15,19,16,10,info@petronas-language-institute.example.com,+60-97-2357093,,14.2443,34.362,english,ialc,"wifi,lounge,study-room,library","homestay,hostel",TRUE,1
Malaysia Languages Academy,マレーシア,イポー,イポーに位置する質の高い英語言語学校です。少人数制クラスで丁寧な指導を提供。一般英語から試験対策・ビジネス英語まで幅広いコースを展開。オンライン学習サポート、宿泊手配対応、資格取得対応可能。初心者から上級者まで対応する充実したカリキュラムで確実な成果を実現します。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週277〜477USD（スタンダード帯）。,"general,exam-prep,business,conversation,intensive",standard,277,477,"japanese-staff,certificate,small-class",https://www.malaysialanguagesaca.com,"431 Central Ave, イポー",TRUE,2006,266,10,21,25,16,17,info@malaysia-languages-academy.example.com,+60-98-1140391,,45.2563,160.1052,english,,"wifi,lounge,study-room,library,computer-lab",,TRUE,2
Malaysia Academy Academy,マレーシア,セランゴール,セランゴールの中心部にある英語専門の語学学校です。経験豊富な講師陣による質の高い授業。実践的な会話練習から文法・読み書きまで総合的にサポート。小規模クラス環境でアットホームな雰囲気を実現。地元文化体験アクティビティ豊富で楽しく学べます。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。授業料は週495〜674USD（プレミアム帯）。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポート。,"general,exam-prep,business,conversation,intensive",premium,495,674,"certificate,small-class,accommodation",https://www.malaysiaacademyacade.com,"346 University Ave, セランゴール",FALSE,1996,1429,10,3,48,16,95,info@malaysia-academy-academy.example.com,+60-46-8256792,,17.9694,69.9788,english,,"wifi,lounge,study-room,library,cafe","homestay,student-residence,shared-apartment",TRUE,2
KL Institute Academy,マレーシア,コタキナバル,コタキナバルで最新の教授法を採用する英語言語教育機関です。初級者向けから上級者向けまでレベル別コース設計。試験準備、ビジネス会話、日常会話など多様なニーズに対応。個別カウンセリング、柔軟なスケジュール対応、快適な学習環境を備えています。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。授業料は週519〜670USD（プレミアム帯）。留学生一人ひとりのニーズに合わせた柔軟なプログラムを提供している。,"general,exam-prep,business,conversation,intensive",premium,519,670,"online-support,activities,certificate",https://www.klinstituteacademy.com,"812 Central Ave, コタキナバル",FALSE,2010,756,10,3,34,18,50,info@kl-institute-academy.example.com,+60-97-563069,,-15.0478,-129.6803,english,,"wifi,lounge,kitchen,gym",,TRUE,2
Singapore Plus Institute,シンガポール,シンガポール,シンガポールに位置する質の高い英語言語学校です。少人数制クラスで丁寧な指導を提供。一般英語から試験対策・ビジネス英語まで幅広いコースを展開。オンライン学習サポート、宿泊手配対応、資格取得対応可能。初心者から上級者まで対応する充実したカリキュラムで確実な成果を実現します。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週508〜661USD（プレミアム帯）。,"general,exam-prep,business,conversation,intensive",premium,508,661,"small-class,japanese-staff,online-support,certificate,accommodation",https://www.singaporeplusinstitu.com,"994 University Ave, シンガポール",FALSE,1986,588,7,22,52,18,56,info@singapore-plus-institute.example.com,+65-70-5504888,,1.3521,103.8168,english,ialc,"wifi,lounge,study-room,library,kitchen,cafe,garden,gym","homestay,student-residence,shared-apartment,studio",TRUE,2
SG Institute Academy,シンガポール,シンガポール,シンガポールで最新の教授法を採用する英語言語教育機関です。初級者向けから上級者向けまでレベル別コース設計。試験準備、ビジネス会話、日常会話など多様なニーズに対応。個別カウンセリング、柔軟なスケジュール対応、快適な学習環境を備えています。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。少人数制クラスで丁寧な指導。オンライン学習サポート完備。授業料は週325〜425USD（スタンダード帯）。,"general,exam-prep,business,conversation,intensive",standard,325,425,"small-class,accommodation,online-support",https://www.sginstituteacademy.com,"843 Park St, シンガポール",FALSE,2004,429,9,11,37,18,31,info@sg-institute-academy.example.com,+65-98-7397439,,1.3529,103.8198,english,,"wifi,lounge,library,computer-lab,kitchen","homestay,student-residence,shared-apartment",TRUE,1
Marina Bay School,シンガポール,シンガポール,シンガポールに位置する質の高い英語言語学校です。少人数制クラスで丁寧な指導を提供。一般英語から試験対策・ビジネス英語まで幅広いコースを展開。オンライン学習サポート、宿泊手配対応、資格取得対応可能。初心者から上級者まで対応する充実したカリキュラムで確実な成果を実現します。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週175〜364USD（リーズナブル帯）。,"general,exam-prep,business,conversation,intensive",budget,175,364,"japanese-staff,certificate,small-class,activities",https://www.marinabayschool.com,"743 Park St, シンガポール",FALSE,2011,198,6,24,12,18,22,info@marina-bay-school.example.com,+65-55-3326487,,1.3528,103.8224,english,eaquals,"wifi,lounge,library",,FALSE,1
Marina Bay Academy,シンガポール,シンガポール,シンガポールで最新の教授法を採用する英語言語教育機関です。初級者向けから上級者向けまでレベル別コース設計。試験準備、ビジネス会話、日常会話など多様なニーズに対応。個別カウンセリング、柔軟なスケジュール対応、快適な学習環境を備えています。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。授業料は週514〜654USD（プレミアム帯）。多国籍な学生が集まるグローバルな学習環境で異文化交流も盛ん。,"general,exam-prep,business,conversation,intensive",premium,514,654,"small-class,accommodation,japanese-staff",https://www.marinabayacademy.com,"810 Main St, シンガポール",FALSE,1990,785,6,23,34,16,87,info@marina-bay-academy.example.com,+65-71-6571568,,1.3541,103.8105,english,,"wifi,lounge,study-room,library,computer-lab,cafe","homestay,student-residence,shared-apartment",FALSE,2
Singapore Plus Academy,シンガポール,シンガポール,シンガポールに位置する質の高い英語言語学校です。少人数制クラスで丁寧な指導を提供。一般英語から試験対策・ビジネス英語まで幅広いコースを展開。オンライン学習サポート、宿泊手配対応、資格取得対応可能。初心者から上級者まで対応する充実したカリキュラムで確実な成果を実現します。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。日本人スタッフ常駐で安心。少人数制クラスで丁寧な指導。授業料は週281〜446USD（スタンダード帯）。,"general,exam-prep,business,conversation,intensive",standard,281,446,"japanese-staff,activities,small-class",https://www.singaporeplusacademy.com,"579 Central Ave, シンガポール",FALSE,2000,232,10,18,34,18,15,info@singapore-plus-academy.example.com,+65-40-9076758,,1.353,103.8285,english,,"wifi,lounge,study-room,library,computer-lab,kitchen",,FALSE,1
