slug,name,country,city,description,courseTypes,costRange,weeklyFeeLow,weeklyFeeHigh,features,website,address,isFeatured,foundedYear,totalStudents,averageClassSize,japaneseRatio,nationalityCount,minimumAge,classroomCount,email,phone,nearestStation,latitude,longitude,languages,accreditations,facilities,accommodationTypes,airportPickup,minimumWeeks
keats-school,凯特学校,中国,昆明,"<p>中国・昆明に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週18,445〜58,435円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,intensive",budget,18445,58435,"activities,accommodation",https://keatschinese.com/,"City center, Kunming (18 locations across China)",FALSE,2004,289,10,18,41,18,14,info@keats-school.example.com,+86-74-5377-1042,,25.0327,102.7203,chinese,other,"wifi,lounge,study-room","homestay,student-residence",TRUE,1
omeida-chinese-academy,欧美达中文学院,中国,桂林,"<p>中国・桂林に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週25,265〜56,265円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,business",budget,25265,56265,"activities,accommodation,small-class,japanese-staff",https://www.omeidachinese.com/,"No. 49 Longyue Road, Yangshuo, Guilin",FALSE,2001,312,8,27,15,18,19,info@omeida-chinese-academy.example.com,+86-21-4681-2858,,25.2758,110.2848,chinese,other,"wifi,lounge,study-room,library","homestay,student-residence",TRUE,1
cli-chinese-language-institute,中文学院,中国,桂林,"<p>中国・桂林に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週18,600〜51,770円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,intensive",budget,18600,51770,"activities,accommodation",https://studycli.org/,"CLI Center, Sanlidian area, Guilin",FALSE,2009,676,10,31,49,18,33,info@cli-chinese-language-institute.example.com,+86-62-1888-4073,,25.2659,110.2955,chinese,other,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence",TRUE,1
mandarin-house-suzhou,漫德林教育苏州,中国,蘇州,"<p>中国・蘇州に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週28,830〜61,535円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,intensive,business",budget,28830,61535,"activities,accommodation,small-class",https://mandarinhouse.com/,"Room 610, Building A, Xin Tian Xiang Plaza, 388 Su Ya Road, Suzhou Industrial Park",FALSE,2004,749,9,30,46,16,41,info@mandarin-house-suzhou.example.com,+86-70-6700-7690,,31.2978,120.5809,chinese,other,"wifi,lounge,study-room,computer-lab","homestay,student-residence",TRUE,1
thats-mandarin-suzhou,普通话学校苏州,中国,蘇州,"<p>中国・蘇州に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週18,290〜41,540円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,exam-prep,business",budget,18290,41540,"activities,accommodation",https://www.thatsmandarin.com/,"Suzhou, China",FALSE,2005,702,13,24,20,16,27,info@that-s-mandarin-suzhou.example.com,+86-65-6280-5102,,31.2971,120.5807,chinese,other,"wifi,lounge,study-room","homestay,student-residence",TRUE,1
silk-mandarin-suzhou,锦绣中文学校苏州,中国,蘇州,"<p>中国・蘇州に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週18,910〜60,605円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>",general,budget,18910,60605,"activities,certificate,japanese-staff",https://www.silkmandarin.cn/suzhou/,"North Building, 199 Xinggang Street, Floor 53, Suzhou Industrial Park",FALSE,2012,420,15,28,27,18,14,info@silk-mandarin-suzhou.example.com,+86-24-9922-4683,,31.2981,120.589,chinese,other,"wifi,lounge,study-room,library,computer-lab",,FALSE,1
nanjing-university,南京大学,中国,南京,"<p>中国・南京にある大学附属の中国語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な中国語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週21,390〜42,005円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,intensive",budget,21390,42005,"activities,accommodation",https://njunju.nju.edu.cn/,"Gulou Campus, Nanjing",FALSE,2000,1178,12,28,18,16,49,info@nanjing-university.example.com,+86-36-4457-5335,,32.0592,118.8041,chinese,other,"wifi,lounge,study-room,library,computer-lab,cafe","homestay,student-residence",TRUE,1
thats-mandarin-hangzhou,普通话学校杭州,中国,杭州,"<p>中国・杭州に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週16,430〜60,605円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,exam-prep,intensive,business",budget,16430,60605,activities,https://www.thatsmandarin.com/,Hangzhou (near Xihu Lake),FALSE,2005,408,13,13,19,18,15,info@that-s-mandarin-hangzhou.example.com,+86-72-2213-1878,,30.2709,120.1644,chinese,other,"wifi,lounge,study-room,computer-lab",,FALSE,1
xmandarin-hangzhou,心文中文学校杭州,中国,杭州,"<p>中国・杭州に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週21,700〜43,400円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,intensive",budget,21700,43400,"activities,accommodation,japanese-staff",https://www.xmandarinchinese.com/,"Hangzhou, China",FALSE,2006,348,12,17,38,16,14,info@xmandarin-hangzhou.example.com,+86-48-1231-9751,,30.276,120.1647,chinese,other,"wifi,lounge,study-room","homestay,student-residence",TRUE,1
hangzhou-dianzi-university,杭州电子科技大学,中国,杭州,"<p>中国・杭州にある大学附属の中国語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な中国語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週29,140〜57,505円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,intensive",budget,29140,57505,"activities,small-class",https://www.hdu.edu.cn/,"Hangzhou, China",FALSE,2000,1171,10,20,37,18,58,info@hangzhou-dianzi-university.example.com,+86-44-6023-5118,,30.2736,120.1557,chinese,other,"wifi,lounge,study-room,computer-lab,library,cafe",,FALSE,1
hangzhou-normal-university,杭州师范大学国教院,中国,杭州,"<p>中国・杭州にある大学附属の中国語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な中国語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週30,380〜57,040円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep",budget,30380,57040,"activities,accommodation",http://sie.hznu.edu.cn/,"Hangzhou, China",FALSE,2000,865,14,10,48,16,30,info@hangzhou-normal-university.example.com,+86-20-4954-7658,,30.2697,120.157,chinese,other,"wifi,lounge,study-room,library,computer-lab,cafe","homestay,student-residence",TRUE,1
zhejiang-university,浙江大学国际学院,中国,杭州,"<p>中国・杭州にある大学附属の中国語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な中国語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週23,715〜58,125円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,exam-prep,intensive,business",budget,23715,58125,"activities,accommodation,certificate,japanese-staff",https://iczu.zju.edu.cn/,"West District, Zijingang Campus, 866 Yuhangtang Road, Hangzhou",FALSE,2000,1402,13,24,42,18,53,info@zhejiang-university.example.com,+86-51-5022-2419,,30.2695,120.1613,chinese,other,"wifi,lounge,study-room,library,computer-lab,cafe","homestay,student-residence",TRUE,1
mandarin-house-chengdu,漫德林教育成都,中国,成都,"<p>中国・成都に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週22,940〜54,405円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,business",budget,22940,54405,"activities,small-class,japanese-staff",https://mandarinhouse.com/mandarin-house-chengdu-chinese-school,"Chengdu, China",FALSE,2004,729,6,21,49,18,60,info@mandarin-house-chengdu.example.com,+86-94-7071-2129,,30.5789,104.0727,chinese,other,"wifi,lounge,study-room,library",,FALSE,1
hanbridge-mandarin-chengdu,汉桥汉语学校成都,中国,成都,"<p>中国・成都に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週28,365〜40,300円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep",budget,28365,40300,activities,https://www.hanbridgemandarin.com/,"Chengdu, China",FALSE,2006,527,11,29,22,16,23,info@hanbridge-mandarin-chengdu.example.com,+86-49-2771-1420,,30.5672,104.0708,chinese,other,"wifi,lounge,study-room,library,computer-lab",,FALSE,1
xmandarin-chengdu,心文中文学校成都,中国,成都,"<p>中国・成都に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週28,520〜39,680円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,intensive",budget,28520,39680,activities,https://www.xmandarinchinese.com/,"Chengdu, China",FALSE,2006,581,12,12,45,16,24,info@xmandarin-chengdu.example.com,+86-79-1853-6733,,30.5804,104.0624,chinese,other,"wifi,lounge,study-room",,FALSE,1
thats-mandarin-chengdu,普通话学校成都,中国,成都,"<p>中国・成都に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週21,390〜54,095円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,business",budget,21390,54095,"activities,accommodation,small-class",https://www.thatsmandarin.com/,"Chengdu, China",FALSE,2005,494,9,33,25,18,27,info@that-s-mandarin-chengdu.example.com,+86-26-9751-1441,,30.5715,104.0574,chinese,other,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence",TRUE,1
sichuan-university,四川大学,中国,成都,"<p>中国・成都にある大学附属の中国語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な中国語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週21,080〜48,050円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>",general,budget,21080,48050,"activities,small-class,certificate",https://global.scu.edu.cn/,"Chengdu, China",FALSE,1985,1151,6,16,41,18,95,info@sichuan-university.example.com,+86-84-1320-7232,,30.571,104.0677,chinese,other,"wifi,lounge,study-room,library,computer-lab,cafe",,FALSE,1
xmandarin-chinese-language-school,心文中文学校,中国,深圳,"<p>中国・深圳に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週28,675〜59,675円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,intensive,business",budget,28675,59675,"activities,accommodation,small-class,japanese-staff",https://www.xmandarinchinese.com/,"Shenzhen (also Qingdao, Chengdu, Hangzhou)",FALSE,2006,636,9,18,30,18,35,info@xmandarin-chinese-language-school.example.com,+86-76-8939-4919,,22.5441,114.0658,chinese,other,"wifi,lounge,study-room","homestay,student-residence",TRUE,1
hanbridge-mandarin,汉桥汉语学校,中国,深圳,"<p>中国・深圳に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週24,800〜41,540円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,business",budget,24800,41540,"activities,accommodation,japanese-staff",https://www.hanbridgemandarin.com/,"Nanshan District, Shenzhen (also Zhuhai and Chengdu)",FALSE,2006,259,13,17,26,18,9,info@hanbridge-mandarin.example.com,+86-16-5082-2988,,22.551,114.0651,chinese,other,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence",TRUE,1
silk-mandarin,锦绣中文学校,中国,上海,"<p>中国・上海に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週28,675〜51,770円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,business",budget,28675,51770,"activities,accommodation,small-class,japanese-staff",https://www.silkmandarin.cn/,"SOHO Donghai Plaza, 299 Tongren Road, Floor 16, Shanghai; also Suzhou",FALSE,2012,538,7,29,34,18,38,info@silk-mandarin.example.com,+86-80-1006-5978,,31.2315,121.4675,chinese,other,"wifi,lounge,study-room","homestay,student-residence",TRUE,1
imandarin-language-school,爱玛达中文学校,中国,上海,"<p>中国・上海に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週20,615〜45,725円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep",budget,20615,45725,"activities,accommodation,small-class,japanese-staff",http://www.imandarin.net/,"6 campuses in Shanghai (Hongqiao, Xintiandi, Shanghai Center, Xujiahui, Jinqiao, Lujiazui)",FALSE,2003,344,8,11,42,16,21,info@imandarin-language-school.example.com,+86-76-9821-4228,,31.2227,121.4817,chinese,other,"wifi,lounge,study-room","homestay,student-residence",TRUE,1
meizhi-mandarin-school,美兹中文学校,中国,上海,"<p>中国・上海に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週19,840〜46,655円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,business",budget,19840,46655,activities,https://www.meizhi-cn.com/,"Hongqiao and Gubei centers, Shanghai",FALSE,2006,435,12,30,47,18,18,info@meizhi-mandarin-school.example.com,+86-96-9785-6425,,31.2377,121.483,chinese,other,"wifi,lounge,study-room,library",,FALSE,1
sn-mandarin,南北中文学校,中国,上海,"<p>中国・上海にある大学附属の中国語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な中国語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週23,560〜44,795円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,business",budget,23560,44795,"activities,japanese-staff",https://www.snmandarin.com/,"3 campuses in Shanghai (Xuhui, Hongqiao, Jiading)",FALSE,2007,1671,15,35,30,18,55,info@sn-mandarin.example.com,+86-30-2771-7267,,31.236,121.4719,chinese,other,"wifi,lounge,study-room,library,computer-lab,cafe",,FALSE,1
ltl-shanghailtl,LTL中文学校上海,中国,上海,"<p>中国・上海に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週29,450〜55,645円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,intensive",budget,29450,55645,activities,https://ltl-shanghai.com/,"Shanghai, China",FALSE,2007,523,10,21,28,16,26,info@ltl-shanghailtl.example.com,+86-95-2684-6794,,31.229,121.4645,chinese,other,"wifi,lounge,study-room,library,computer-lab",,FALSE,1
mandarin-house-2,漫德林教育,中国,上海,"<p>中国・上海に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週30,225〜60,605円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>",general,budget,30225,60605,"activities,accommodation,small-class",https://mandarinhouse.com/,"12F, 650 Hankou Road, Shanghai",FALSE,2004,799,9,18,17,16,44,info@mandarin-house.example.com,+86-52-3143-5291,,31.2386,121.4647,chinese,other,"wifi,lounge,study-room","homestay,student-residence",TRUE,1
shanghai-international-studies-university-sisu,上海外国语大学,中国,上海,"<p>中国・上海にある大学附属の中国語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な中国語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週17,360〜41,540円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep",budget,17360,41540,activities,https://en.shisu.edu.cn/,"Shanghai, China",FALSE,1949,1952,15,26,15,18,65,info@shanghai-international-studies-university-sisu.example.com,+86-94-2697-3200,,31.2313,121.4698,chinese,other,"wifi,lounge,study-room,computer-lab,library,cafe",,FALSE,1
east-china-normal-university-ecnu,华东师范大学,中国,上海,"<p>中国・上海にある大学附属の中国語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な中国語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週17,825〜61,225円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,exam-prep,intensive",budget,17825,61225,"activities,accommodation,small-class,certificate",https://english.ecnu.edu.cn/,"Shanghai, China",FALSE,1960,1110,7,31,34,18,79,info@east-china-normal-university-ecnu.example.com,+86-50-2188-1152,,31.2347,121.4685,chinese,other,"wifi,lounge,study-room,library,computer-lab,cafe","homestay,student-residence",TRUE,1
tongji-university,同济大学国际学院,中国,上海,"<p>中国・上海にある大学附属の中国語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な中国語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週31,000〜60,760円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation",budget,31000,60760,"activities,small-class",https://is.tongji.edu.cn/,"Shanghai, China",FALSE,1998,1387,7,11,47,16,99,info@tongji-university.example.com,+86-33-2122-2113,,31.2214,121.4732,chinese,other,"wifi,lounge,study-room,library,computer-lab,cafe",,FALSE,1
shanghai-jiao-tong-university-sjtu,上海交通大学汉语进修项目,中国,上海,"<p>中国・上海にある大学附属の中国語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な中国語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週26,350〜42,625円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,exam-prep,intensive,business",budget,26350,42625,"activities,accommodation,small-class",https://ichinese.sjtu.edu.cn/,"Shanghai, China",FALSE,1993,420,7,22,15,18,30,info@shanghai-jiao-tong-university-sjtu.example.com,+86-43-8454-5673,,31.2247,121.4717,chinese,other,"wifi,lounge,study-room,library,computer-lab,cafe","homestay,student-residence",TRUE,1
fudan-university,复旦大学国际文化交流学院,中国,上海,"<p>中国・上海にある大学附属の中国語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な中国語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週23,870〜55,025円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,intensive,business",budget,23870,55025,"activities,japanese-staff",https://ices.fudan.edu.cn/,"Room 905, East Main, Guanghua Building, 220 Handan Road, Shanghai 200433",FALSE,1970,1218,11,23,26,18,55,info@fudan-university.example.com,+86-69-5092-2235,,31.2254,121.4675,chinese,other,"wifi,lounge,study-room,library,computer-lab,cafe",,FALSE,1
tsinghua-university,清华大学,中国,北京,"<p>中国・北京にある大学附属の中国語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な中国語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週19,840〜38,905円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,exam-prep,business",budget,19840,38905,"activities,accommodation,japanese-staff",https://is.tsinghua.edu.cn/,"Beijing, China",FALSE,2019,1469,14,25,30,18,52,info@tsinghua-university.example.com,+86-62-4119-2545,,39.8985,116.4,chinese,other,"wifi,lounge,study-room,library,computer-lab,cafe","homestay,student-residence",TRUE,1
hutong-school-now-thats-mandarin,胡同学校,中国,北京,"<p>中国・北京に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週18,755〜49,135円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep,intensive,business",budget,18755,49135,"activities,accommodation,small-class,certificate",https://www.hutong-school.com/,"Dongzhimen area, Beijing (and Shanghai, Hangzhou, Suzhou, Chengdu, Qingdao, Chongqing, Zhengzhou)",FALSE,2005,679,9,13,30,16,37,info@hutong-school-now-that-s-mandarin.example.com,+86-18-6539-1344,,39.9076,116.4049,chinese,other,"wifi,lounge,study-room,library","homestay,student-residence",TRUE,1
thats-mandarin,普通话学校,中国,北京,"<p>中国・北京に位置する中国語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な中国語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週26,195〜59,675円（リーズナブル帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。放課後のアクティビティや文化体験プログラムも充実しており、語学だけでなく文化理解も深められる。</p>","general,conversation,exam-prep",budget,26195,59675,"activities,accommodation,small-class,certificate",https://www.thatsmandarin.com/,"Beijing (and Shanghai, Suzhou, Hangzhou, Chengdu)",FALSE,2005,230,6,33,46,16,19,info@that-s-mandarin.example.com,+86-78-3060-3103,,39.899,116.4087,chinese,other,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence",TRUE,1
